price,area,bedrooms,bathrooms,stories,parking,mainroad,guestroom,basement,hotwaterheating,airconditioning,prefarea,furnishingstatus,location
30957000.0,2087.0,2,2.0,1,1,yes,no,no,no,no,no,unfurnished,Mumbai
18907000.0,2502.0,4,2.0,3,1,yes,no,no,no,no,yes,furnished,Hyderabad
14807000.0,1722.0,2,3.0,1,1,no,yes,no,no,no,no,furnished,Chennai
16776000.0,2588.0,3,2.0,1,1,yes,no,no,yes,yes,no,unfurnished,Ahmedabad
14022000.0,1513.0,1,1.0,3,1,yes,no,yes,no,yes,no,unfurnished,Chennai
22972000.0,3076.0,4,3.0,2,1,yes,no,no,no,no,no,unfurnished,Chennai
33793000.0,,5,3.0,2,1,yes,yes,no,no,yes,no,furnished,Delhi
40638000.0,2155.0,2,1.0,3,0,yes,yes,no,no,no,no,unfurnished,Mumbai
25137000.0,3382.0,3,3.0,2,1,yes,no,no,no,no,no,semi-furnished,Hyderabad
32770000.0,3033.0,4,3.0,2,0,no,yes,no,yes,no,no,furnished,Delhi
17026000.0,946.0,1,2.0,3,2,yes,no,no,no,no,no,furnished,Mumbai
12023000.0,1808.0,3,2.0,2,1,yes,no,no,no,no,no,unfurnished,Ahmedabad
46956000.0,2789.0,4,,3,0,yes,yes,yes,no,no,yes,semi-furnished,Mumbai
15654000.0,2527.0,3,3.0,2,1,yes,no,no,no,no,no,semi-furnished,Ahmedabad
24432000.0,3543.0,4,3.0,2,2,no,no,yes,no,yes,no,,Ahmedabad
21584000.0,3612.0,4,3.0,2,0,yes,no,yes,no,no,no,unfurnished,Kolkata
24447000.0,2444.0,3,2.0,2,2,yes,no,no,no,yes,no,unfurnished,Bangalore
20600000.0,2693.0,4,3.0,2,1,yes,no,yes,no,yes,no,semi-furnished,Hyderabad
43581000.0,2169.0,2,1.0,2,1,yes,no,yes,no,no,yes,furnished,Mumbai
13504000.0,1599.0,3,2.0,1,1,no,no,yes,no,no,no,unfurnished,Hyderabad
20374000.0,2985.0,4,2.0,2,1,no,no,yes,no,no,yes,semi-furnished,Kolkata
34698000.0,3305.0,3,2.0,2,1,yes,yes,no,no,no,no,semi-furnished,Bangalore
17835000.0,2646.0,3,2.0,1,1,no,yes,no,no,yes,no,furnished,Pune
35911000.0,3008.0,4,3.0,3,1,yes,no,yes,no,no,no,furnished,Delhi
17094000.0,1636.0,4,3.0,3,1,yes,no,no,no,no,no,semi-furnished,Bangalore
59468000.0,3645.0,4,3.0,1,1,no,no,yes,no,no,yes,semi-furnished,Mumbai
10202000.0,1350.0,2,1.0,2,2,no,no,yes,no,yes,no,semi-furnished,Hyderabad
22403000.0,2845.0,4,3.0,1,0,no,no,no,no,no,no,furnished,Pune
13987000.0,1469.0,3,2.0,2,1,yes,no,no,no,no,yes,unfurnished,Bangalore
24171000.0,3377.0,4,2.0,3,1,yes,yes,no,no,no,no,unfurnished,Hyderabad
18298000.0,2217.0,3,,3,2,yes,no,no,no,no,no,semi-furnished,Hyderabad
23258000.0,3207.0,5,4.0,2,1,yes,yes,yes,no,no,yes,unfurnished,Hyderabad
33603000.0,2764.0,4,3.0,2,2,yes,no,yes,yes,yes,no,furnished,Delhi
10047000.0,1239.0,2,1.0,2,0,no,yes,yes,no,yes,no,semi-furnished,Kolkata
15533000.0,1782.0,2,1.0,2,0,no,no,no,yes,no,no,semi-furnished,Hyderabad
18070000.0,3064.0,4,3.0,3,1,no,no,yes,no,no,no,furnished,Kolkata
14683000.0,2289.0,2,1.0,1,0,yes,no,no,yes,no,yes,furnished,Ahmedabad
23349000.0,2332.0,2,1.0,1,1,no,yes,no,no,yes,no,furnished,Bangalore
28588000.0,3097.0,4,3.0,1,0,yes,no,no,no,yes,yes,semi-furnished,Bangalore
24728000.0,2813.0,4,4.0,2,1,no,no,yes,no,yes,no,furnished,Kolkata
23108000.0,2662.0,4,3.0,3,2,yes,yes,no,no,no,yes,furnished,Kolkata
33014000.0,1970.0,2,1.0,2,1,yes,yes,no,no,no,no,unfurnished,Mumbai
22733000.0,1886.0,2,3.0,2,2,yes,no,no,no,yes,no,furnished,Delhi
16515000.0,2083.0,3,3.0,2,2,yes,no,no,no,no,no,semi-furnished,Ahmedabad
27912000.0,3081.0,4,3.0,2,1,no,no,yes,no,no,no,unfurnished,Bangalore
19432000.0,2789.0,4,3.0,1,2,yes,no,no,yes,yes,no,semi-furnished,Kolkata
15724000.0,2497.0,3,2.0,2,1,yes,no,no,no,no,no,furnished,Ahmedabad
11278000.0,1131.0,3,3.0,2,2,yes,no,no,yes,yes,no,furnished,Hyderabad
22594000.0,3670.0,5,3.0,1,1,no,yes,yes,no,no,yes,unfurnished,Ahmedabad
22284000.0,3091.0,4,3.0,2,1,yes,no,no,no,no,yes,semi-furnished,Kolkata
58935000.0,3220.0,4,2.0,1,2,yes,yes,yes,no,no,no,furnished,Mumbai
12237000.0,2252.0,3,2.0,1,1,yes,no,yes,yes,yes,no,furnished,Kolkata
16336000.0,1985.0,3,3.0,3,1,yes,yes,no,no,no,no,unfurnished,Chennai
33826000.0,3897.0,6,5.0,2,2,yes,yes,yes,no,no,no,semi-furnished,Bangalore
11291000.0,1538.0,3,2.0,2,3,yes,yes,yes,no,no,yes,semi-furnished,Ahmedabad
11068000.0,1337.0,1,1.0,2,1,no,no,no,yes,no,no,unfurnished,Pune
20740000.0,1925.0,3,3.0,2,0,yes,no,yes,no,no,no,semi-furnished,Bangalore
20588000.0,2826.0,4,1.0,1,0,no,yes,no,no,no,no,furnished,Chennai
34515000.0,2057.0,2,2.0,4,2,yes,yes,yes,no,yes,no,semi-furnished,Mumbai
27621000.0,1693.0,3,1.0,2,2,yes,yes,no,no,no,no,unfurnished,Mumbai
21403000.0,3611.0,3,2.0,2,2,yes,yes,no,no,no,yes,unfurnished,Kolkata
16512000.0,1531.0,2,1.0,1,1,yes,yes,no,no,no,no,semi-furnished,Bangalore
9588000.0,1214.0,2,2.0,1,3,no,yes,no,yes,yes,yes,unfurnished,Ahmedabad
17674000.0,3244.0,4,4.0,2,2,yes,yes,yes,yes,no,no,semi-furnished,Kolkata
34057000.0,4181.0,6,4.0,1,1,no,yes,yes,no,no,no,semi-furnished,Pune
18550000.0,1959.0,3,2.0,2,1,yes,no,no,yes,no,no,unfurnished,Pune
50232000.0,2171.0,3,2.0,3,3,yes,no,yes,yes,no,yes,semi-furnished,Mumbai
21699000.0,3680.0,5,3.0,3,1,yes,no,no,no,no,no,semi-furnished,Ahmedabad
15592000.0,1694.0,2,1.0,2,1,yes,no,yes,no,yes,yes,unfurnished,Pune
23636000.0,2321.0,3,2.0,1,2,yes,no,no,no,no,yes,furnished,Delhi
20915000.0,1884.0,1,1.0,1,2,yes,no,yes,no,no,no,unfurnished,Bangalore
12851000.0,2011.0,3,2.0,2,0,no,no,no,no,no,no,unfurnished,Kolkata
40858000.0,2900.0,3,3.0,2,1,yes,no,no,no,yes,no,,Mumbai
11736000.0,985.0,1,1.0,2,1,yes,yes,yes,yes,no,no,semi-furnished,Delhi
44811000.0,2378.0,4,3.0,1,0,yes,yes,no,no,yes,no,unfurnished,Mumbai
25986000.0,3298.0,5,4.0,1,2,no,yes,no,yes,no,yes,furnished,Pune
41642000.0,3383.0,5,3.0,2,0,yes,no,no,no,no,yes,semi-furnished,Delhi
26373000.0,2227.0,2,2.0,2,0,no,yes,no,no,yes,no,unfurnished,Delhi
16876000.0,1453.0,2,1.0,3,1,no,no,no,yes,yes,yes,unfurnished,Bangalore
18840000.0,2210.0,2,1.0,2,2,yes,no,yes,no,no,no,furnished,Chennai
13347000.0,2282.0,3,2.0,2,1,yes,no,yes,no,yes,no,furnished,Kolkata
32921000.0,3391.0,5,4.0,2,2,yes,no,no,no,no,no,semi-furnished,Delhi
16004000.0,2008.0,2,1.0,1,2,yes,no,no,yes,no,no,semi-furnished,Kolkata
18255000.0,2323.0,3,2.0,3,0,no,no,no,no,yes,no,unfurnished,Hyderabad
38093000.0,3995.0,5,4.0,3,2,yes,yes,no,no,no,no,unfurnished,Bangalore
16342000.0,1630.0,3,3.0,1,2,yes,no,no,no,yes,yes,semi-furnished,Pune
16328000.0,,2,1.0,2,1,yes,no,yes,no,no,no,furnished,Chennai
6350000.0,1049.0,2,1.0,2,1,yes,yes,no,no,no,no,unfurnished,Kolkata
31387000.0,2430.0,3,2.0,3,2,yes,yes,no,no,no,yes,unfurnished,Bangalore
27239000.0,3073.0,4,2.0,2,1,yes,no,no,no,yes,yes,semi-furnished,Chennai
17473000.0,2089.0,2,,3,1,yes,no,no,no,no,no,semi-furnished,Kolkata
26296000.0,2063.0,3,2.0,3,2,no,yes,no,no,yes,no,semi-furnished,Delhi
82497000.0,5013.0,6,4.0,2,1,yes,no,no,yes,no,yes,furnished,Mumbai
19674000.0,2071.0,3,3.0,1,0,yes,no,no,yes,no,no,semi-furnished,Hyderabad
53114000.0,3607.0,4,2.0,2,1,yes,no,yes,no,no,no,semi-furnished,Mumbai
20616000.0,2290.0,3,2.0,2,1,no,no,no,no,yes,yes,unfurnished,Hyderabad
27692000.0,2525.0,3,2.0,2,0,yes,yes,no,no,yes,yes,furnished,Bangalore
72873000.0,4162.0,5,3.0,2,0,yes,no,yes,no,yes,no,furnished,Mumbai
17921000.0,2212.0,4,3.0,1,0,yes,yes,no,no,yes,no,semi-furnished,Hyderabad
22125000.0,2943.0,3,2.0,1,2,yes,no,yes,no,yes,no,furnished,Chennai
23221000.0,2322.0,2,2.0,2,2,yes,no,yes,no,yes,no,furnished,Bangalore
36329000.0,3136.0,4,3.0,1,2,yes,yes,yes,no,no,yes,unfurnished,Delhi
21809000.0,2819.0,3,2.0,2,0,yes,no,yes,no,no,no,unfurnished,Chennai
31645000.0,3918.0,6,4.0,2,2,no,no,no,no,no,yes,semi-furnished,Pune
34753000.0,3088.0,4,3.0,2,2,yes,no,no,no,yes,yes,unfurnished,Delhi
14143000.0,2379.0,4,3.0,1,2,yes,yes,no,no,yes,no,furnished,Kolkata
28025000.0,,2,,2,2,yes,no,no,no,no,no,semi-furnished,Mumbai
10822000.0,1247.0,2,2.0,3,1,yes,no,no,no,no,no,semi-furnished,Hyderabad
22270000.0,2466.0,3,2.0,3,0,yes,no,yes,yes,no,no,semi-furnished,Bangalore
59129000.0,5441.0,6,4.0,1,0,yes,yes,no,no,no,yes,unfurnished,Bangalore
19677000.0,2675.0,3,2.0,2,0,yes,no,yes,no,yes,no,furnished,Kolkata
24805000.0,3699.0,5,2.0,3,1,yes,no,yes,no,no,no,unfurnished,Hyderabad
36903000.0,3277.0,3,2.0,1,0,yes,yes,yes,no,no,yes,furnished,Delhi
23525000.0,1864.0,3,3.0,3,1,yes,no,no,no,yes,no,semi-furnished,Bangalore
38090000.0,2693.0,3,1.0,1,0,yes,no,no,no,yes,no,,Mumbai
16525000.0,1858.0,2,2.0,1,1,yes,no,yes,no,yes,no,furnished,Chennai
22977000.0,3135.0,4,3.0,3,2,yes,yes,no,no,no,no,semi-furnished,Ahmedabad
19634000.0,2696.0,3,2.0,1,1,yes,yes,no,no,no,no,furnished,Hyderabad
14947000.0,1984.0,2,1.0,1,0,yes,no,yes,no,yes,no,semi-furnished,Hyderabad
18527000.0,1886.0,3,3.0,2,2,yes,no,no,no,yes,no,semi-furnished,Pune
21672000.0,2358.0,4,2.0,2,1,yes,yes,no,no,yes,no,unfurnished,Pune
42592000.0,2568.0,3,2.0,1,0,yes,no,no,no,yes,no,unfurnished,Mumbai
50357000.0,4221.0,6,4.0,3,2,yes,no,yes,no,yes,no,furnished,Mumbai
20475000.0,1853.0,2,1.0,1,0,yes,no,no,yes,no,no,furnished,Bangalore
29783000.0,3211.0,3,2.0,3,0,yes,yes,no,no,no,no,furnished,Pune
33134000.0,3259.0,5,3.0,2,1,yes,no,no,no,no,no,unfurnished,Bangalore
17202000.0,2052.0,2,1.0,1,1,yes,no,yes,yes,yes,yes,semi-furnished,Pune
9565000.0,912.0,1,2.0,1,3,yes,yes,yes,yes,yes,no,semi-furnished,Pune
15199000.0,1715.0,1,1.0,3,2,no,no,no,no,no,yes,furnished,Chennai
24386000.0,1516.0,1,1.0,2,2,yes,yes,no,no,no,no,furnished,Mumbai
19562000.0,2873.0,4,3.0,3,1,no,no,no,no,no,no,semi-furnished,Hyderabad
29271000.0,2285.0,3,2.0,1,2,yes,no,yes,no,no,yes,unfurnished,Delhi
30639000.0,2773.0,3,2.0,1,0,no,yes,no,no,no,yes,unfurnished,Delhi
44103000.0,4106.0,6,4.0,3,1,yes,yes,no,no,yes,no,semi-furnished,Delhi
19045000.0,2507.0,3,2.0,3,1,no,no,yes,no,no,no,furnished,Hyderabad
19481000.0,2478.0,3,3.0,1,0,no,yes,yes,no,yes,no,unfurnished,Kolkata
33505000.0,3603.0,4,3.0,1,1,yes,no,no,yes,no,no,unfurnished,Bangalore
30340000.0,2806.0,5,3.0,2,0,no,yes,no,no,no,yes,unfurnished,Delhi
10849000.0,1513.0,3,3.0,2,1,yes,no,no,no,yes,yes,semi-furnished,Ahmedabad
17788000.0,3146.0,5,3.0,2,2,no,no,no,no,yes,no,semi-furnished,Ahmedabad
9033000.0,1484.0,2,3.0,3,1,yes,yes,no,no,no,no,semi-furnished,Ahmedabad
41056000.0,2333.0,3,1.0,1,2,yes,no,yes,no,no,yes,unfurnished,Mumbai
33425000.0,2896.0,3,2.0,2,2,yes,no,yes,no,no,no,furnished,Bangalore
18687000.0,2529.0,3,2.0,3,1,yes,yes,no,no,no,no,furnished,Pune
18654000.0,2685.0,3,1.0,2,2,yes,no,yes,yes,yes,no,furnished,Kolkata
20505000.0,3315.0,5,4.0,1,1,yes,no,no,no,yes,no,semi-furnished,Kolkata
53272000.0,5059.0,6,5.0,2,0,yes,no,no,no,no,yes,furnished,Bangalore
16090000.0,2135.0,3,3.0,1,3,yes,no,yes,no,no,no,furnished,Hyderabad
25165000.0,2667.0,4,3.0,1,2,yes,no,yes,no,no,no,semi-furnished,Chennai
42729000.0,3710.0,5,4.0,2,1,yes,no,yes,no,no,no,semi-furnished,Delhi
13574000.0,2371.0,3,2.0,2,1,yes,no,no,no,yes,no,furnished,Ahmedabad
23963000.0,2997.0,4,3.0,1,2,no,yes,no,yes,no,no,unfurnished,Chennai
28948000.0,4366.0,6,4.0,2,1,yes,no,yes,no,yes,no,furnished,Kolkata
23100000.0,2583.0,4,2.0,2,2,yes,no,yes,no,no,no,semi-furnished,Bangalore
24828000.0,2512.0,3,1.0,3,0,no,no,no,no,no,no,,Bangalore
22629000.0,2800.0,3,2.0,1,1,yes,no,yes,no,no,no,furnished,Hyderabad
7523000.0,914.0,1,1.0,1,3,yes,yes,no,no,no,yes,furnished,Hyderabad
19410000.0,2690.0,3,2.0,2,1,yes,yes,yes,no,no,no,furnished,Chennai
18137000.0,3692.0,4,3.0,3,1,yes,no,yes,no,yes,no,unfurnished,Ahmedabad
57472000.0,3001.0,3,1.0,2,0,yes,no,no,no,yes,yes,furnished,Mumbai
39721000.0,,6,3.0,3,0,yes,no,yes,no,yes,yes,unfurnished,Bangalore
14539000.0,1806.0,2,,4,2,yes,no,no,no,no,no,unfurnished,Kolkata
50145000.0,3053.0,4,3.0,2,1,yes,yes,no,no,yes,no,semi-furnished,Mumbai
23000000.0,2905.0,3,3.0,2,1,yes,no,no,no,yes,no,unfurnished,Pune
24133000.0,2923.0,5,4.0,2,1,yes,no,yes,no,no,no,furnished,Hyderabad
29268000.0,3344.0,4,4.0,2,0,yes,no,no,no,no,yes,unfurnished,Pune
16793000.0,1451.0,1,2.0,1,0,yes,yes,yes,no,yes,no,unfurnished,Bangalore
23415000.0,2994.0,4,2.0,1,2,yes,no,no,no,no,yes,unfurnished,Chennai
15090000.0,1887.0,2,2.0,2,1,yes,no,no,no,no,no,semi-furnished,Pune
23148000.0,3719.0,5,3.0,2,2,yes,no,yes,no,no,no,unfurnished,Ahmedabad
57622000.0,3587.0,5,4.0,1,0,yes,yes,no,yes,no,no,furnished,Mumbai
18642000.0,2768.0,4,3.0,3,3,yes,no,yes,no,no,yes,furnished,Ahmedabad
18604000.0,2266.0,4,3.0,2,1,yes,no,no,no,yes,no,unfurnished,Pune
25305000.0,2253.0,2,2.0,2,2,yes,no,no,no,no,no,semi-furnished,Delhi
34371000.0,3136.0,5,3.0,2,2,yes,no,no,no,no,no,semi-furnished,Bangalore
41090000.0,5323.0,6,5.0,3,0,yes,no,no,no,no,no,semi-furnished,Pune
13937000.0,1441.0,2,2.0,2,1,yes,no,yes,yes,no,no,semi-furnished,Pune
22526000.0,2889.0,4,3.0,1,1,no,yes,yes,no,yes,no,semi-furnished,Kolkata
60292000.0,6276.0,6,4.0,1,1,yes,no,yes,no,yes,yes,,Pune
29836000.0,2404.0,3,1.0,3,1,yes,no,no,yes,no,no,semi-furnished,Delhi
41289000.0,3703.0,5,3.0,2,2,no,no,yes,no,yes,yes,semi-furnished,Delhi
52740000.0,4165.0,5,3.0,1,2,yes,no,no,no,no,no,semi-furnished,Delhi
19537000.0,1460.0,2,1.0,2,1,yes,no,no,no,no,no,semi-furnished,Delhi
25385000.0,2153.0,2,1.0,1,2,yes,no,no,yes,no,no,furnished,Delhi
19228000.0,2274.0,2,1.0,1,1,yes,no,yes,no,no,yes,furnished,Pune
27301000.0,3146.0,4,3.0,2,1,yes,yes,yes,no,yes,no,semi-furnished,Hyderabad
47529000.0,2690.0,4,4.0,2,1,yes,no,no,no,no,no,furnished,Mumbai
20518000.0,3610.0,5,3.0,2,1,yes,no,yes,yes,yes,no,unfurnished,Kolkata
24948000.0,3164.0,5,4.0,2,1,yes,no,no,no,yes,yes,unfurnished,Kolkata
22330000.0,3006.0,4,3.0,2,1,yes,no,no,no,yes,no,unfurnished,Hyderabad
15355000.0,1889.0,2,2.0,2,0,yes,no,no,no,yes,no,furnished,Pune
38753000.0,4545.0,6,4.0,1,0,yes,yes,yes,no,no,no,furnished,Pune
28344000.0,1961.0,3,2.0,2,2,yes,no,yes,no,yes,no,semi-furnished,Mumbai
16147000.0,1803.0,2,1.0,1,1,yes,yes,yes,yes,no,no,furnished,Hyderabad
14954000.0,1843.0,3,2.0,3,2,no,yes,yes,no,yes,yes,semi-furnished,Ahmedabad
23493000.0,3708.0,5,3.0,2,1,yes,no,no,no,no,no,furnished,Kolkata
21579000.0,3767.0,5,3.0,1,0,yes,no,no,no,no,no,semi-furnished,Kolkata
35774000.0,3871.0,5,4.0,1,0,yes,yes,yes,no,no,no,unfurnished,Bangalore
34378000.0,1914.0,2,1.0,1,0,yes,no,no,no,no,no,semi-furnished,Mumbai
18279000.0,2501.0,3,2.0,2,1,yes,yes,no,yes,no,yes,furnished,Ahmedabad
34132000.0,3360.0,5,3.0,1,2,yes,no,no,no,no,yes,furnished,Bangalore
27031000.0,2506.0,4,4.0,1,0,yes,no,yes,yes,no,no,furnished,Bangalore
16432000.0,2720.0,4,2.0,1,2,yes,no,no,no,yes,yes,unfurnished,Ahmedabad
20851000.0,2143.0,4,1.0,3,0,yes,yes,yes,yes,yes,yes,furnished,Bangalore
17819000.0,2400.0,3,2.0,3,1,no,no,no,no,no,yes,unfurnished,Hyderabad
70205000.0,3805.0,5,4.0,2,3,yes,no,no,no,no,no,unfurnished,Mumbai
22449000.0,2776.0,3,2.0,1,0,no,no,no,yes,yes,no,semi-furnished,Pune
27792000.0,1542.0,2,1.0,1,1,yes,no,yes,no,no,no,semi-furnished,Mumbai
20761000.0,2652.0,5,3.0,1,1,yes,yes,no,no,no,no,semi-furnished,Chennai
15834000.0,2075.0,3,2.0,1,0,yes,no,yes,no,no,no,unfurnished,Hyderabad
31410000.0,1651.0,2,2.0,2,1,no,no,no,no,yes,no,furnished,Mumbai
28062000.0,2448.0,4,3.0,3,0,yes,no,yes,no,no,no,unfurnished,Delhi
15815000.0,2390.0,3,2.0,1,2,yes,no,no,no,no,no,semi-furnished,Chennai
14619000.0,1699.0,3,2.0,1,1,yes,no,yes,no,yes,no,unfurnished,Hyderabad
22547000.0,2119.0,3,2.0,1,1,yes,yes,no,no,yes,no,semi-furnished,Bangalore
73232000.0,4477.0,6,5.0,1,0,yes,yes,yes,no,no,no,semi-furnished,Mumbai
32007000.0,4728.0,6,4.0,1,2,yes,no,no,no,no,no,semi-furnished,Hyderabad
56117000.0,3347.0,4,2.0,1,1,yes,no,no,no,yes,no,furnished,Mumbai
22239000.0,4163.0,5,4.0,3,2,yes,no,no,yes,no,no,semi-furnished,Kolkata
22991000.0,3602.0,4,3.0,4,2,yes,no,no,no,yes,no,semi-furnished,Kolkata
8042000.0,1183.0,2,1.0,1,0,yes,no,no,no,no,no,furnished,Pune
17099000.0,1623.0,3,2.0,2,1,no,no,no,yes,yes,yes,semi-furnished,Bangalore
57497000.0,3636.0,5,4.0,3,1,yes,no,no,no,no,no,furnished,Mumbai
29835000.0,4359.0,5,3.0,1,1,yes,no,no,no,yes,yes,unfurnished,Chennai
25903000.0,2629.0,3,2.0,4,2,yes,no,no,no,yes,yes,semi-furnished,Pune
24885000.0,4532.0,6,5.0,2,0,yes,no,no,no,yes,no,unfurnished,Ahmedabad
23194000.0,1759.0,3,2.0,1,1,yes,no,no,no,yes,no,unfurnished,Delhi
14226000.0,2072.0,2,1.0,1,2,yes,no,no,no,no,no,furnished,Chennai
13781000.0,2211.0,3,3.0,2,3,yes,no,yes,no,no,yes,semi-furnished,Kolkata
31595000.0,3593.0,5,4.0,2,2,yes,no,no,no,no,no,furnished,Chennai
46452000.0,2268.0,4,3.0,1,1,yes,yes,yes,no,yes,yes,unfurnished,Mumbai
10826000.0,1896.0,3,2.0,3,1,yes,no,yes,no,yes,no,furnished,Ahmedabad
15236000.0,1613.0,2,1.0,2,2,yes,yes,no,no,yes,yes,semi-furnished,Hyderabad
22195000.0,2159.0,3,2.0,1,2,yes,no,no,no,yes,yes,unfurnished,Delhi
73870000.0,4294.0,5,4.0,1,2,no,no,yes,no,no,no,unfurnished,Mumbai
39680000.0,2213.0,2,1.0,2,2,yes,no,yes,no,yes,no,semi-furnished,Mumbai
18721000.0,2675.0,2,1.0,2,0,yes,no,no,no,no,no,unfurnished,Ahmedabad
32019000.0,3098.0,4,3.0,3,1,yes,no,no,no,yes,no,semi-furnished,Delhi
24264000.0,1999.0,4,3.0,3,0,yes,no,no,yes,yes,no,furnished,Delhi
31060000.0,3098.0,5,4.0,2,0,yes,no,yes,no,no,no,unfurnished,Bangalore
25972000.0,2442.0,3,3.0,3,3,yes,yes,no,no,yes,no,semi-furnished,Bangalore
14016000.0,1969.0,3,2.0,2,1,yes,no,no,no,yes,no,furnished,Ahmedabad
23445000.0,2812.0,4,2.0,3,0,no,yes,yes,no,no,yes,furnished,Hyderabad
14850000.0,2183.0,3,2.0,1,1,yes,yes,no,no,no,no,unfurnished,Hyderabad
18180000.0,1958.0,2,2.0,2,1,yes,no,no,no,yes,yes,semi-furnished,Pune
24457000.0,2860.0,4,2.0,2,0,no,yes,no,yes,no,no,furnished,Hyderabad
34168000.0,1920.0,3,2.0,1,0,yes,no,yes,no,no,no,furnished,Mumbai
8605000.0,1172.0,1,1.0,2,1,yes,yes,yes,no,no,no,semi-furnished,Kolkata
3810000.0,620.0,5,3.0,2,2,yes,no,no,no,no,no,semi-furnished,Bangalore
26057000.0,3667.0,5,4.0,3,1,yes,no,yes,no,no,no,unfurnished,Hyderabad
30123000.0,2814.0,4,3.0,1,0,no,no,no,no,yes,no,semi-furnished,Delhi
20222000.0,2110.0,2,1.0,1,1,yes,no,no,no,no,no,furnished,Pune
15025000.0,1922.0,3,2.0,3,1,yes,no,no,no,yes,no,,Kolkata
22870000.0,2582.0,2,1.0,2,1,yes,no,no,no,no,yes,furnished,Hyderabad
11691000.0,1466.0,2,1.0,2,2,yes,no,no,no,no,no,semi-furnished,Kolkata
19242000.0,2799.0,3,2.0,2,2,yes,no,yes,no,yes,no,semi-furnished,Ahmedabad
36625000.0,3495.0,4,4.0,2,1,yes,no,yes,no,no,no,unfurnished,Delhi
14817000.0,1844.0,2,1.0,1,0,no,yes,no,no,no,yes,furnished,Kolkata
29654000.0,3248.0,3,2.0,1,0,yes,no,no,no,no,no,unfurnished,Bangalore
40425000.0,3231.0,4,3.0,2,0,yes,yes,no,no,no,no,semi-furnished,Delhi
20818000.0,2952.0,5,4.0,3,2,yes,no,no,no,yes,no,unfurnished,Kolkata
16771000.0,2818.0,4,2.0,1,2,yes,no,no,no,no,no,unfurnished,Kolkata
13812000.0,1486.0,2,1.0,3,1,yes,no,yes,no,yes,no,furnished,Pune
9381000.0,1442.0,2,2.0,3,1,yes,yes,no,no,no,no,furnished,Kolkata
38636000.0,3241.0,4,2.0,1,2,yes,yes,yes,no,yes,yes,furnished,Delhi
25466000.0,3219.0,4,3.0,2,2,yes,yes,yes,no,yes,no,unfurnished,Kolkata
35005000.0,3755.0,5,3.0,2,3,yes,no,no,no,no,no,furnished,Bangalore
40713000.0,2153.0,3,2.0,2,1,yes,yes,no,no,no,no,unfurnished,Mumbai
41298000.0,4147.0,6,4.0,2,2,no,yes,no,no,no,no,semi-furnished,Delhi
12779000.0,1627.0,3,2.0,3,1,yes,no,yes,no,yes,no,semi-furnished,Hyderabad
29241000.0,1485.0,2,2.0,2,2,yes,no,no,no,no,yes,semi-furnished,Mumbai
18231000.0,2672.0,4,3.0,3,1,yes,no,no,no,no,no,semi-furnished,Ahmedabad
21922000.0,2068.0,3,3.0,3,0,yes,no,yes,yes,no,yes,furnished,Bangalore
16567000.0,1748.0,3,2.0,2,1,yes,yes,no,no,no,no,semi-furnished,Pune
14765000.0,2145.0,2,2.0,1,0,yes,no,no,yes,no,no,furnished,Kolkata
17113000.0,2037.0,2,2.0,2,1,yes,yes,no,no,no,no,unfurnished,Pune
23349000.0,2152.0,3,2.0,3,1,yes,no,yes,no,no,no,semi-furnished,Bangalore
11851000.0,1823.0,2,1.0,1,1,yes,no,yes,no,no,no,unfurnished,Kolkata
27043000.0,3073.0,5,4.0,1,0,yes,yes,no,no,yes,no,semi-furnished,Chennai
31159000.0,2644.0,3,3.0,1,2,yes,no,no,no,yes,no,semi-furnished,Delhi
27544000.0,3851.0,5,4.0,2,2,no,no,yes,no,no,no,unfurnished,Hyderabad
36066000.0,3601.0,5,4.0,2,0,no,yes,no,no,yes,yes,semi-furnished,Bangalore
16680000.0,1563.0,2,1.0,3,2,yes,yes,no,no,no,yes,semi-furnished,Delhi
21706000.0,3870.0,6,4.0,2,1,yes,yes,no,no,yes,no,semi-furnished,Kolkata
28747000.0,,3,2.0,2,1,yes,no,no,no,yes,no,semi-furnished,Bangalore
25463000.0,3783.0,6,4.0,2,1,yes,yes,no,no,no,no,unfurnished,Hyderabad
21391000.0,1942.0,4,3.0,1,0,yes,yes,no,no,no,no,unfurnished,Delhi
13470000.0,2300.0,3,3.0,2,1,yes,no,no,no,no,yes,furnished,Hyderabad
32510000.0,3549.0,5,3.0,1,0,yes,no,yes,no,yes,yes,furnished,Bangalore
12101000.0,1363.0,1,1.0,2,1,yes,no,no,no,no,no,unfurnished,Hyderabad
31678000.0,2135.0,2,1.0,3,0,yes,no,no,no,yes,no,furnished,Mumbai
28678000.0,1486.0,2,2.0,1,0,yes,yes,yes,yes,no,no,furnished,Mumbai
10386000.0,1320.0,2,1.0,1,2,yes,no,no,no,yes,yes,unfurnished,Kolkata
38423000.0,4162.0,6,5.0,2,1,yes,yes,yes,yes,no,no,unfurnished,Bangalore
19489000.0,3068.0,4,3.0,2,0,yes,yes,no,no,no,no,furnished,Pune
59259000.0,3818.0,5,3.0,2,1,yes,yes,yes,no,yes,no,semi-furnished,Mumbai
16685000.0,1571.0,4,2.0,3,0,yes,no,no,yes,yes,no,unfurnished,Delhi
14761000.0,1714.0,3,1.0,1,0,yes,no,no,no,no,no,furnished,Chennai
